Sun:  Spectral Radiance,
Wavelength (nm),Solar Radiance
,(watts/m2-sr-nm)
740.9999999999999,18500.0
743.0,18911.764705882353
744.9999999999999,18808.823529411762
747.0,18867.647058823528
749.0,18676.470588235294
750.9999999999999,18558.823529411766
753.0,18514.70588235294
754.9999999999999,18455.882352941175
757.0,18352.941176470587
758.9999999999999,18235.29411764706
761.0,18191.176470588238
763.0,18250.0
764.9999999999999,17955.88235294118
767.0,17426.470588235294
768.9999999999999,17691.176470588238
771.0,17705.882352941175
773.0,17764.70588235294
774.9999999999999,17470.588235294115
777.0,17588.235294117647
778.9999999999999,17455.88235294118
781.0,17455.88235294118
782.9999999999999,17294.11764705882
785.0,17352.941176470587
787.0,17308.823529411766
788.9999999999999,17264.70588235294
791.0,17029.41176470588
792.9999999999999,16808.823529411766
795.0,16676.470588235294
796.9999999999999,16941.176470588234
799.0,16691.176470588234
801.0,16794.11764705882
802.9999999999999,16602.941176470587
805.0,16397.058823529413
806.9999999999999,16470.58823529412
809.0,16102.941176470587
811.0,16382.352941176472
812.9999999999999,16397.058823529413
815.0,16279.411764705883
816.9999999999999,16235.29411764706
819.0,15632.35294117647
820.9999999999999,15882.352941176472
823.0,15779.411764705881
825.0,15808.823529411764
826.0,15882.352941176472
827.9999999999999,15897.05882352941
829.9999999999999,15632.35294117647
832.0,15455.882352941175
833.9999999999999,15308.823529411764
836.0,15470.588235294119
837.9999999999999,15352.94117647059
840.0,15294.117647058823
842.0,15235.29411764706
843.9999999999999,15058.823529411766
846.0,15117.64705882353
847.9999999999999,15044.117647058822
850.0,14205.882352941177
851.9999999999999,14648.529411764706
854.0,12911.764705882353
856.0,14345.588235294119
857.9999999999999,14779.411764705881
860.0,14660.29411764706
861.9999999999999,14630.882352941177
864.0,14695.588235294117
866.0,13032.352941176468
867.9999999999999,13816.176470588236
870.0,14333.823529411766
871.9999999999999,14460.294117647058
874.0,14283.823529411766
875.9999999999999,14176.470588235294
878.0,14336.764705882353
